Year; Month;  Monthly Anomaly;Monthly Unc.;  Annual Anomaly; Annual Unc.;  Five-year Anomaly; Five-year Unc.; Ten-year  Anomaly; Ten-year Unc.;   Twenty-year Anomaly; Twenty-year Unc.
1997;7;0.400;0.039;0.514;0.029;0.438;0.021;0.408;0.019;0.436;0.018
1997;8;0.442;0.039;0.552;0.028;0.435;0.021;0.412;0.019;0.437;0.018
1997;9;0.524;0.035;0.562;0.029;0.435;0.021;0.417;0.019;0.438;0.018
1997;10;0.642;0.034;0.584;0.028;0.438;0.021;0.420;0.019;0.439;0.018
1997;11;0.639;0.037;0.608;0.028;0.439;0.021;0.424;0.019;0.440;0.018
1997;12;0.637;0.032;0.617;0.029;0.438;0.021;0.426;0.019;0.439;0.018
1998;1;0.624;0.037;0.640;0.029;0.435;0.021;0.429;0.019;0.438;0.018
1998;2;0.911;0.032;0.659;0.029;0.434;0.021;0.431;0.019;0.438;0.018
1998;3;0.595;0.032;0.650;0.029;0.434;0.021;0.433;0.019;0.439;0.018
1998;4;0.686;0.034;0.635;0.029;0.431;0.021;0.435;0.019;0.439;0.018
1998;5;0.653;0.035;0.612;0.029;0.429;0.021;0.437;0.019;0.440;0.018
1998;6;0.655;0.038;0.606;0.030;0.429;0.021;0.439;0.019;0.440;0.018
1998;7;0.671;0.037;0.595;0.030;0.432;0.021;0.441;0.019;0.441;0.018
1998;8;0.673;0.036;0.574;0.030;0.432;0.021;0.445;0.019;0.442;0.018
1998;9;0.416;0.036;0.552;0.030;0.437;0.021;0.449;0.019;0.442;0.018
1998;10;0.459;0.039;0.525;0.030;0.441;0.021;0.452;0.019;0.444;0.018
1998;11;0.365;0.035;0.494;0.030;0.445;0.021;0.455;0.019;0.445;0.018
1998;12;0.568;0.037;0.467;0.030;0.449;0.021;0.459;0.019;0.446;0.018
1999;1;0.486;0.039;0.434;0.030;0.453;0.021;0.462;0.019;0.448;0.018
1999;2;0.661;0.035;0.400;0.030;0.454;0.021;0.468;0.019;0.449;0.018
1999;3;0.334;0.045;0.393;0.030;0.458;0.021;0.470;0.019;0.450;0.018
1999;4;0.362;0.038;0.383;0.029;0.463;0.021;0.472;0.019;0.452;0.018
1999;5;0.273;0.035;0.380;0.029;0.469;0.021;0.472;0.019;0.453;0.018
1999;6;0.332;0.038;0.370;0.029;0.471;0.021;0.472;0.019;0.456;0.018
1999;7;0.282;0.044;0.354;0.029;0.478;0.021;0.472;0.019;0.457;0.018
1999;8;0.266;0.037;0.343;0.029;0.483;0.021;0.474;0.019;0.459;0.018
1999;9;0.328;0.035;0.354;0.029;0.488;0.021;0.476;0.019;0.460;0.018
1999;10;0.334;0.042;0.369;0.029;0.492;0.021;0.477;0.019;0.462;0.018
1999;11;0.331;0.032;0.376;0.029;0.495;0.021;0.479;0.019;0.463;0.018
1999;12;0.449;0.034;0.378;0.029;0.494;0.021;0.480;0.019;0.464;0.018
2000;1;0.300;0.035;0.380;0.029;0.497;0.021;0.482;0.019;0.465;0.018
2000;2;0.521;0.030;0.390;0.029;0.498;0.020;0.481;0.019;0.467;0.018
2000;3;0.466;0.037;0.391;0.029;0.498;0.020;0.483;0.019;0.467;0.018
2000;4;0.551;0.035;0.384;0.029;0.496;0.020;0.485;0.019;0.469;0.018
2000;5;0.353;0.035;0.381;0.029;0.494;0.021;0.488;0.019;0.470;0.018
2000;6;0.361;0.036;0.367;0.029;0.491;0.021;0.489;0.019;0.471;0.018
2000;7;0.300;0.035;0.382;0.029;0.493;0.021;0.490;0.019;0.472;0.018
2000;8;0.393;0.037;0.376;0.029;0.489;0.021;0.491;0.019;0.473;0.018
2000;9;0.338;0.035;0.389;0.029;0.488;0.021;0.493;0.019;0.475;0.018
2000;10;0.243;0.038;0.391;0.029;0.486;0.020;0.496;0.019;0.475;0.018
2000;11;0.293;0.034;0.406;0.029;0.485;0.020;0.498;0.019;0.476;0.018
2000;12;0.288;0.036;0.416;0.029;0.481;0.020;0.501;0.019;0.476;0.019
2001;1;0.477;0.032;0.434;0.028;0.478;0.020;0.503;0.019;0.476;0.019
2001;2;0.457;0.031;0.439;0.028;0.477;0.020;0.504;0.019;0.476;0.019
2001;3;0.611;0.033;0.450;0.028;0.479;0.020;0.507;0.019;0.477;0.019
2001;4;0.582;0.032;0.468;0.028;0.483;0.020;0.508;0.019;0.477;0.019
2001;5;0.527;0.032;0.498;0.029;0.485;0.020;0.509;0.019;0.478;0.019
2001;6;0.489;0.038;0.519;0.029;0.488;0.020;0.512;0.019;0.478;0.019
2001;7;0.505;0.033;0.543;0.029;0.490;0.020;0.514;0.019;0.479;0.019
2001;8;0.457;0.035;0.569;0.029;0.492;0.020;0.516;0.019;0.480;0.019
2001;9;0.468;0.038;0.586;0.029;0.496;0.021;0.518;0.019;0.481;0.019
2001;10;0.465;0.038;0.589;0.029;0.501;0.021;0.522;0.019;0.482;0.019
2001;11;0.647;0.040;0.593;0.029;0.502;0.021;0.524;0.019;0.483;0.019
2001;12;0.545;0.036;0.592;0.029;0.503;0.021;0.527;0.019;0.484;0.019
2002;1;0.766;0.035;0.597;0.028;0.503;0.021;0.531;0.019;0.483;0.019
2002;2;0.764;0.033;0.600;0.028;0.506;0.021;0.533;0.019;0.483;0.019
2002;3;0.814;0.031;0.606;0.028;0.509;0.021;0.534;0.019;0.483;0.019
2002;4;0.615;0.032;0.611;0.027;0.513;0.020;0.537;0.019;0.485;0.019
2002;5;0.584;0.036;0.601;0.027;0.519;0.021;0.539;0.019;0.487;0.019
2002;6;0.471;0.034;0.594;0.027;0.519;0.021;0.539;0.019;0.488;0.019
2002;7;0.562;0.031;0.592;0.028;0.526;0.021;0.540;0.019;0.490;0.019
2002;8;0.494;0.031;0.581;0.027;0.527;0.021;0.540;0.019;0.492;0.019
2002;9;0.551;0.030;0.562;0.027;0.531;0.021;0.540;0.019;0.495;0.019
2002;10;0.523;0.039;0.558;0.027;0.533;0.021;0.539;0.019;0.498;0.019
2002;11;0.520;0.039;0.554;0.026;0.537;0.021;0.538;0.019;0.500;0.019
2002;12;0.460;0.033;0.553;0.027;0.541;0.021;0.536;0.019;0.501;0.019
2003;1;0.740;0.034;0.548;0.027;0.545;0.021;0.533;0.019;0.502;0.019
2003;2;0.641;0.029;0.554;0.027;0.548;0.021;0.528;0.019;0.503;0.019
2003;3;0.584;0.031;0.555;0.027;0.553;0.021;0.529;0.019;0.504;0.019
2003;4;0.560;0.035;0.567;0.027;0.560;0.021;0.527;0.019;0.505;0.019
2003;5;0.543;0.038;0.564;0.027;0.567;0.021;0.526;0.019;0.506;0.019
2003;6;0.454;0.035;0.588;0.027;0.572;0.021;0.524;0.019;0.508;0.019
2003;7;0.505;0.037;0.579;0.027;0.573;0.021;0.523;0.019;0.509;0.019
2003;8;0.563;0.038;0.588;0.027;0.577;0.021;0.521;0.019;0.512;0.019
2003;9;0.571;0.032;0.592;0.027;0.576;0.021;0.521;0.019;0.514;0.019
2003;10;0.664;0.035;0.597;0.028;0.575;0.021;0.523;0.019;0.515;0.019
2003;11;0.488;0.034;0.583;0.027;0.573;0.021;0.525;0.019;0.518;0.019
2003;12;0.749;0.030;0.576;0.027;0.575;0.021;0.524;0.019;0.519;0.019
2004;1;0.624;0.039;0.558;0.027;0.574;0.021;0.525;0.019;0.521;0.019
2004;2;0.754;0.036;0.547;0.027;0.577;0.021;0.524;0.019;0.523;0.019
2004;3;0.626;0.039;0.541;0.027;0.578;0.020;0.525;0.019;0.524;0.019
2004;4;0.621;0.035;0.534;0.027;0.580;0.020;0.527;0.019;0.526;0.019
2004;5;0.373;0.032;0.551;0.027;0.579;0.020;0.530;0.019;0.527;0.019
2004;6;0.368;0.037;0.529;0.027;0.582;0.020;0.532;0.019;0.528;0.019
2004;7;0.289;0.035;0.534;0.027;0.585;0.020;0.536;0.019;0.530;0.019
2004;8;0.442;0.031;0.519;0.027;0.584;0.021;0.539;0.019;0.532;0.019
2004;9;0.495;0.033;0.526;0.027;0.580;0.021;0.541;0.019;0.534;0.019
2004;10;0.578;0.029;0.531;0.027;0.582;0.020;0.543;0.019;0.535;0.019
2004;11;0.687;0.036;0.548;0.027;0.582;0.020;0.546;0.019;0.536;0.019
2004;12;0.490;0.034;0.567;0.026;0.583;0.020;0.547;0.019;0.537;0.019
2005;1;0.690;0.042;0.591;0.026;0.583;0.020;0.551;0.019;0.539;0.019
2005;2;0.566;0.029;0.599;0.027;0.583;0.020;0.553;0.019;0.539;0.019
2005;3;0.713;0.032;0.610;0.027;0.582;0.020;0.556;0.019;0.541;0.019
2005;4;0.686;0.037;0.621;0.027;0.582;0.020;0.558;0.019;0.542;0.019
2005;5;0.574;0.031;0.619;0.027;0.581;0.020;0.561;0.019;0.544;0.019
2005;6;0.600;0.032;0.632;0.027;0.581;0.020;0.563;0.019;0.546;0.019
2005;7;0.568;0.037;0.616;0.027;0.573;0.020;0.566;0.019;0.547;0.019
2005;8;0.536;0.031;0.626;0.027;0.567;0.020;0.568;0.019;0.548;0.019
2005;9;0.634;0.032;0.615;0.027;0.569;0.020;0.569;0.019;0.550;0.019
2005;10;0.706;0.034;0.600;0.026;0.568;0.020;0.572;0.019;0.553;0.019
2005;11;0.668;0.038;0.587;0.026;0.567;0.020;0.575;0.020;0.555;0.019
2005;12;0.640;0.034;0.586;0.026;0.567;0.020;0.576;0.020;0.558;0.019
2006;1;0.505;0.029;0.579;0.025;0.567;0.020;0.576;0.020;0.562;0.019
2006;2;0.688;0.034;0.588;0.025;0.565;0.020;0.576;0.020;0.564;0.019
2006;3;0.579;0.031;0.579;0.025;0.564;0.020;0.575;0.020;0.568;0.019
2006;4;0.501;0.029;0.569;0.025;0.563;0.020;0.576;0.020;0.571;0.019
2006;5;0.420;0.032;0.562;0.024;0.564;0.020;0.575;0.020;0.574;0.019
2006;6;0.591;0.032;0.569;0.024;0.560;0.020;0.576;0.020;0.576;0.019
2006;7;0.485;0.030;0.605;0.024;0.560;0.020;0.577;0.020;0.578;0.019
2006;8;0.636;0.035;0.603;0.024;0.556;0.020;0.579;0.020;0.580;0.019
2006;9;0.528;0.029;0.606;0.024;0.554;0.020;0.579;0.020;0.582;0.019
2006;10;0.592;0.031;0.623;0.024;0.554;0.020;0.580;0.020;0.585;0.019
2006;11;0.576;0.033;0.638;0.025;0.557;0.020;0.579;0.020;0.587;0.019
2006;12;0.732;0.035;0.634;0.024;0.562;0.020;0.578;0.020;0.588;0.019
2007;1;0.929;0.031;0.640;0.024;0.568;0.020;0.575;0.020;0.591;0.019
2007;2;0.669;0.028;0.628;0.024;0.571;0.020;0.572;0.020;0.593;0.019
2007;3;0.612;0.028;0.624;0.024;0.573;0.021;0.570;0.020;0.595;0.019
2007;4;0.704;0.032;0.618;0.024;0.574;0.021;0.570;0.020;0.597;0.019
2007;5;0.603;0.036;0.610;0.024;0.573;0.021;0.571;0.020;0.600;0.019
2007;6;0.541;0.033;0.584;0.024;0.575;0.021;0.572;0.020;0.600;0.019
2007;7;0.555;0.037;0.529;0.024;0.576;0.021;0.572;0.020;0.602;0.019
2007;8;0.501;0.030;0.501;0.024;0.579;0.021;0.573;0.020;0.603;0.019
2007;9;0.472;0.031;0.507;0.024;0.581;0.021;0.574;0.020;0.604;0.019
2007;10;0.523;0.032;0.490;0.024;0.583;0.021;0.575;0.020;0.604;0.019
2007;11;0.482;0.033;0.477;0.024;0.585;0.021;0.576;0.020;0.605;0.019
2007;12;0.422;0.032;0.470;0.025;0.586;0.021;0.576;0.020;0.605;0.019
2008;1;0.260;0.032;0.467;0.025;0.586;0.021;0.576;0.020;0.606;0.019
2008;2;0.335;0.027;0.462;0.025;0.588;0.021;0.575;0.020;0.605;0.019
2008;3;0.685;0.029;0.464;0.025;0.586;0.021;0.575;0.020;0.606;0.019
2008;4;0.499;0.033;0.472;0.025;0.584;0.021;0.575;0.020;0.607;0.019
2008;5;0.454;0.034;0.481;0.025;0.584;0.021;0.575;0.020;0.607;0.019
2008;6;0.445;0.047;0.486;0.026;0.580;0.021;0.577;0.020;0.607;0.019
2008;7;0.522;0.027;0.515;0.026;0.580;0.021;0.577;0.020;0.607;0.019
2008;8;0.439;0.026;0.532;0.027;0.576;0.021;0.578;0.020;0.608;0.019
2008;9;0.505;0.030;0.518;0.027;0.575;0.021;0.579;0.020;0.609;0.019
2008;10;0.620;0.033;0.525;0.027;0.576;0.021;0.578;0.020;0.610;0.019
2008;11;0.580;0.033;0.535;0.027;0.577;0.021;0.581;0.020;0.612;0.019
2008;12;0.485;0.037;0.550;0.026;0.577;0.021;0.580;0.020;0.613;0.019
2009;1;0.612;0.034;0.564;0.027;0.580;0.021;0.580;0.020;0.615;0.019
2009;2;0.543;0.038;0.580;0.027;0.581;0.021;0.578;0.020;0.616;0.019
2009;3;0.506;0.029;0.590;0.027;0.581;0.021;0.578;0.020;0.619;0.019
2009;4;0.593;0.032;0.588;0.027;0.580;0.021;0.579;0.020;0.621;0.019
2009;5;0.566;0.034;0.593;0.027;0.578;0.021;0.582;0.020;0.623;0.019
2009;6;0.635;0.030;0.603;0.026;0.574;0.021;0.585;0.020;0.625;0.019
2009;7;0.680;0.035;0.613;0.026;0.565;0.021;0.587;0.020;0.627;0.019
2009;8;0.631;0.033;0.633;0.026;0.561;0.021;0.590;0.020;0.630;0.019
2009;9;0.627;0.030;0.660;0.026;0.559;0.021;0.592;0.020;0.632;0.019
2009;10;0.602;0.040;0.679;0.025;0.559;0.021;0.593;0.020;0.634;0.019
2009;11;0.630;0.036;0.690;0.026;0.560;0.021;0.592;0.020;0.636;0.019
2009;12;0.616;0.031;0.689;0.026;0.561;0.021;0.594;0.020;0.639;0.019
2010;1;0.726;0.030;0.683;0.026;0.562;0.021;0.595;0.020;0.642;0.019
2010;2;0.779;0.032;0.680;0.025;0.563;0.021;0.598;0.021;0.645;0.019
2010;3;0.831;0.031;0.672;0.025;0.566;0.021;0.599;0.021;0.648;0.019
2010;4;0.819;0.031;0.674;0.025;0.569;0.021;0.599;0.021;0.650;0.019
2010;5;0.703;0.029;0.674;0.025;0.572;0.021;0.601;0.021;0.652;0.019
2010;6;0.619;0.031;0.659;0.025;0.572;0.022;0.603;0.021;0.654;0.019
2010;7;0.606;0.032;0.638;0.025;0.578;0.022;0.604;0.021;0.656;0.019
2010;8;0.604;0.029;0.611;0.025;0.583;0.022;0.606;0.021;0.658;0.019
2010;9;0.532;0.030;0.584;0.025;0.582;0.022;0.607;0.021;0.660;0.019
2010;10;0.617;0.033;0.565;0.026;0.582;0.022;0.610;0.021;0.662;0.020
2010;11;0.636;0.040;0.547;0.026;0.584;0.022;0.612;0.021;0.665;0.020
2010;12;0.433;0.036;0.544;0.026;0.587;0.021;0.616;0.021;0.667;0.020
2011;1;0.473;0.029;0.549;0.027;0.588;0.021;0.620;0.021;0.668;0.020
2011;2;0.457;0.026;0.555;0.027;0.591;0.021;0.625;0.021;0.668;0.020
2011;3;0.508;0.037;0.553;0.027;0.594;0.021;0.630;0.021;0.669;0.020
2011;4;0.597;0.032;0.547;0.027;0.594;0.021;0.635;0.021;0.670;0.020
2011;5;0.480;0.040;0.532;0.027;0.597;0.021;0.638;0.021;0.671;0.020
2011;6;0.587;0.041;0.539;0.027;0.599;0.021;0.640;0.021;0.672;0.020
2011;7;0.669;0.035;0.532;0.027;0.600;0.022;0.642;0.021;0.673;0.020
2011;8;0.669;0.027;0.530;0.027;0.599;0.022;0.644;0.021;0.675;0.020
2011;9;0.505;0.037;0.528;0.026;0.601;0.022;0.647;0.021;0.676;0.020
2011;10;0.554;0.034;0.534;0.026;0.605;0.022;0.648;0.021;0.678;0.020
2011;11;0.451;0.040;0.551;0.026;0.608;0.022;0.649;0.021;0.679;0.020
2011;12;0.524;0.040;0.554;0.026;0.608;0.022;0.650;0.021;0.680;0.020
2012;1;0.387;0.033;0.545;0.026;0.606;0.022;0.650;0.021;0.680;0.020
2012;2;0.432;0.027;0.540;0.026;0.609;0.022;0.653;0.021;0.680;0.020
2012;3;0.485;0.030;0.550;0.026;0.611;0.022;0.657;0.021;0.681;0.020
2012;4;0.666;0.032;0.562;0.027;0.613;0.022;0.658;0.021;0.681;0.020
2012;5;0.687;0.036;0.579;0.027;0.612;0.022;0.660;0.021;0.682;0.020
2012;6;0.623;0.044;0.573;0.028;0.614;0.022;0.662;0.021;0.684;0.020
2012;7;0.561;0.032;0.594;0.028;0.615;0.022;0.663;0.021;0.685;0.020
2012;8;0.610;0.033;0.611;0.028;0.616;0.022;0.666;0.021;NaN;NaN
2012;9;0.625;0.035;0.619;0.027;0.616;0.022;0.668;0.021;NaN;NaN
2012;10;0.690;0.042;0.607;0.027;0.616;0.022;0.670;0.021;NaN;NaN
2012;11;0.661;0.044;0.598;0.027;0.617;0.022;0.672;0.021;NaN;NaN
2012;12;0.452;0.047;0.599;0.027;0.619;0.023;0.675;0.022;NaN;NaN
2013;1;0.641;0.032;0.599;0.027;0.621;0.023;0.679;0.022;NaN;NaN
2013;2;0.634;0.029;0.602;0.026;0.624;0.023;0.682;0.022;NaN;NaN
2013;3;0.576;0.031;0.604;0.027;0.629;0.023;0.683;0.022;NaN;NaN
2013;4;0.528;0.039;0.597;0.026;0.635;0.023;0.686;0.022;NaN;NaN
2013;5;0.580;0.036;0.606;0.026;0.640;0.023;0.688;0.022;NaN;NaN
2013;6;0.625;0.031;0.621;0.027;0.651;0.023;0.691;0.022;NaN;NaN
2013;7;0.565;0.037;0.624;0.027;0.661;0.023;0.692;0.022;NaN;NaN
2013;8;0.650;0.032;0.609;0.028;0.673;0.023;0.694;0.022;NaN;NaN
2013;9;0.648;0.032;0.617;0.028;0.685;0.023;0.696;0.021;NaN;NaN
2013;10;0.603;0.033;0.638;0.028;0.693;0.023;0.698;0.021;NaN;NaN
2013;11;0.774;0.042;0.652;0.029;0.699;0.023;0.699;0.021;NaN;NaN
2013;12;0.630;0.041;0.655;0.030;0.702;0.023;0.702;0.021;NaN;NaN
2014;1;0.680;0.033;0.655;0.030;0.704;0.023;0.704;0.021;NaN;NaN
2014;2;0.444;0.035;0.666;0.031;0.708;0.023;0.707;0.021;NaN;NaN
2014;3;0.672;0.036;0.674;0.031;0.712;0.023;0.712;0.021;NaN;NaN
2014;4;0.780;0.039;0.683;0.030;0.716;0.023;0.715;0.021;NaN;NaN
2014;5;0.752;0.042;0.667;0.030;0.721;0.023;0.717;0.021;NaN;NaN
2014;6;0.659;0.041;0.677;0.030;0.725;0.024;0.717;0.021;NaN;NaN
2014;7;0.573;0.033;0.687;0.029;0.734;0.024;0.719;0.021;NaN;NaN
2014;8;0.774;0.035;0.720;0.029;0.745;0.024;0.721;0.021;NaN;NaN
2014;9;0.746;0.031;0.735;0.029;0.754;0.024;0.722;0.021;NaN;NaN
2014;10;0.715;0.031;0.734;0.028;0.758;0.024;0.725;0.021;NaN;NaN
2014;11;0.577;0.036;0.736;0.027;0.761;0.024;0.727;0.021;NaN;NaN
2014;12;0.748;0.042;0.745;0.027;0.762;0.024;0.730;0.021;NaN;NaN
2015;1;0.806;0.029;0.757;0.027;0.765;0.024;0.734;0.022;NaN;NaN
2015;2;0.841;0.035;0.758;0.027;0.768;0.024;0.737;0.022;NaN;NaN
2015;3;0.846;0.028;0.764;0.027;0.769;0.024;0.739;0.022;NaN;NaN
2015;4;0.766;0.032;0.785;0.027;0.771;0.023;0.741;0.022;NaN;NaN
2015;5;0.779;0.032;0.814;0.028;0.772;0.023;0.743;0.022;NaN;NaN
2015;6;0.772;0.032;0.844;0.029;0.778;0.023;0.744;0.022;NaN;NaN
2015;7;0.716;0.031;0.867;0.029;0.779;0.024;0.746;0.022;NaN;NaN
2015;8;0.786;0.030;0.896;0.029;0.781;0.024;0.749;0.022;NaN;NaN
2015;9;0.811;0.034;0.926;0.029;0.785;0.024;0.751;0.022;NaN;NaN
2015;10;0.971;0.035;0.951;0.029;0.790;0.024;0.753;0.022;NaN;NaN
2015;11;0.924;0.039;0.960;0.030;0.792;0.024;0.755;0.022;NaN;NaN
2015;12;1.111;0.046;0.959;0.029;0.794;0.024;0.757;0.022;NaN;NaN
2016;1;1.075;0.037;0.963;0.029;0.796;0.024;0.759;0.022;NaN;NaN
2016;2;1.194;0.026;0.973;0.030;0.797;0.024;0.761;0.022;NaN;NaN
2016;3;1.207;0.037;0.970;0.029;0.798;0.024;0.763;0.022;NaN;NaN
2016;4;1.068;0.036;0.953;0.029;0.802;0.024;0.764;0.022;NaN;NaN
2016;5;0.884;0.038;0.937;0.030;0.801;0.023;0.766;0.022;NaN;NaN
2016;6;0.758;0.030;0.911;0.029;0.805;0.023;0.768;0.022;NaN;NaN
2016;7;0.765;0.036;0.899;0.028;0.809;0.023;0.769;0.022;NaN;NaN
2016;8;0.909;0.033;0.887;0.028;0.816;0.023;0.770;0.022;NaN;NaN
2016;9;0.780;0.026;0.874;0.028;0.822;0.023;0.773;0.022;NaN;NaN
2016;10;0.756;0.034;0.860;0.028;0.825;0.023;0.776;0.022;NaN;NaN
2016;11;0.735;0.052;0.858;0.028;0.825;0.023;0.779;0.022;NaN;NaN
2016;12;0.798;0.037;0.851;0.028;0.827;0.023;0.781;0.022;NaN;NaN
2017;1;0.937;0.031;0.851;0.027;0.831;0.023;0.785;0.022;NaN;NaN
2017;2;1.047;0.031;0.842;0.027;0.832;0.023;0.788;0.022;NaN;NaN
2017;3;1.053;0.030;0.835;0.027;0.833;0.023;0.791;0.022;NaN;NaN
2017;4;0.901;0.036;0.839;0.027;0.837;0.023;0.793;0.022;NaN;NaN
2017;5;0.859;0.034;0.836;0.026;0.842;0.023;0.793;0.022;NaN;NaN
2017;6;0.675;0.036;0.836;0.026;0.847;0.023;0.795;0.022;NaN;NaN
2017;7;0.757;0.035;0.819;0.026;0.853;0.023;0.797;0.022;NaN;NaN
2017;8;0.802;0.029;0.791;0.026;0.858;0.023;NaN;NaN;NaN;NaN
2017;9;0.699;0.032;0.772;0.026;0.862;0.023;NaN;NaN;NaN;NaN
2017;10;0.801;0.032;0.766;0.026;0.867;0.023;NaN;NaN;NaN;NaN
2017;11;0.706;0.036;0.757;0.026;0.868;0.023;NaN;NaN;NaN;NaN
2017;12;0.792;0.031;0.759;0.026;0.869;0.023;NaN;NaN;NaN;NaN
2018;1;0.735;0.030;0.756;0.026;0.871;0.023;NaN;NaN;NaN;NaN
2018;2;0.716;0.029;0.748;0.026;0.873;0.023;NaN;NaN;NaN;NaN
2018;3;0.819;0.027;0.746;0.026;0.874;0.023;NaN;NaN;NaN;NaN
2018;4;0.828;0.030;0.751;0.026;0.870;0.023;NaN;NaN;NaN;NaN
2018;5;0.749;0.046;0.752;0.025;0.870;0.023;NaN;NaN;NaN;NaN
2018;6;0.706;0.036;0.757;0.025;0.863;0.023;NaN;NaN;NaN;NaN
2018;7;0.720;0.031;0.771;0.025;0.858;0.022;NaN;NaN;NaN;NaN
2018;8;0.708;0.042;0.786;0.025;0.848;0.022;NaN;NaN;NaN;NaN
2018;9;0.675;0.035;0.805;0.025;0.841;0.022;NaN;NaN;NaN;NaN
2018;10;0.859;0.027;0.816;0.025;0.836;0.022;NaN;NaN;NaN;NaN
2018;11;0.722;0.030;0.816;0.024;0.833;0.022;NaN;NaN;NaN;NaN
2018;12;0.843;0.028;0.820;0.024;0.833;0.022;NaN;NaN;NaN;NaN
2019;1;0.914;0.030;0.830;0.024;0.834;0.022;NaN;NaN;NaN;NaN
2019;2;0.886;0.026;0.841;0.024;0.832;0.022;NaN;NaN;NaN;NaN
2019;3;1.056;0.028;0.852;0.025;0.833;0.022;NaN;NaN;NaN;NaN
2019;4;0.949;0.032;0.859;0.025;0.835;0.022;NaN;NaN;NaN;NaN
2019;5;0.758;0.026;0.872;0.026;0.837;0.022;NaN;NaN;NaN;NaN
2019;6;0.746;0.033;0.887;0.026;0.837;0.022;NaN;NaN;NaN;NaN
2019;7;0.844;0.033;0.906;0.026;0.836;0.023;NaN;NaN;NaN;NaN
2019;8;0.841;0.034;0.930;0.027;0.832;0.022;NaN;NaN;NaN;NaN
2019;9;0.809;0.038;0.932;0.027;0.829;0.022;NaN;NaN;NaN;NaN
2019;10;0.937;0.034;0.941;0.027;0.828;0.023;NaN;NaN;NaN;NaN
2019;11;0.876;0.031;0.951;0.028;0.826;0.023;NaN;NaN;NaN;NaN
2019;12;1.029;0.033;0.958;0.027;0.828;0.023;NaN;NaN;NaN;NaN
2020;1;1.146;0.031;0.958;0.028;0.829;0.023;NaN;NaN;NaN;NaN
2020;2;1.163;0.031;0.960;0.027;NaN;NaN;NaN;NaN;NaN;NaN
2020;3;1.082;0.035;0.964;0.027;NaN;NaN;NaN;NaN;NaN;NaN
2020;4;1.055;0.031;0.950;0.027;NaN;NaN;NaN;NaN;NaN;NaN
2020;5;0.888;0.034;0.953;0.027;NaN;NaN;NaN;NaN;NaN;NaN
2020;6;0.822;0.031;0.926;0.027;NaN;NaN;NaN;NaN;NaN;NaN
2020;7;0.846;0.032;0.893;0.028;NaN;NaN;NaN;NaN;NaN;NaN
2020;8;0.865;0.032;0.846;0.027;NaN;NaN;NaN;NaN;NaN;NaN
2020;9;0.857;0.031;0.821;0.027;NaN;NaN;NaN;NaN;NaN;NaN
2020;10;0.776;0.035;0.796;0.027;NaN;NaN;NaN;NaN;NaN;NaN
2020;11;0.905;0.039;0.782;0.027;NaN;NaN;NaN;NaN;NaN;NaN
2020;12;0.712;0.030;0.776;0.028;NaN;NaN;NaN;NaN;NaN;NaN
2021;1;0.746;0.030;0.774;0.028;NaN;NaN;NaN;NaN;NaN;NaN
2021;2;0.594;0.028;0.770;0.028;NaN;NaN;NaN;NaN;NaN;NaN
2021;3;0.788;0.033;0.767;0.028;NaN;NaN;NaN;NaN;NaN;NaN
2021;4;0.749;0.035;0.778;0.028;NaN;NaN;NaN;NaN;NaN;NaN
2021;5;0.721;0.034;0.772;0.028;NaN;NaN;NaN;NaN;NaN;NaN
2021;6;0.753;0.035;0.779;0.028;NaN;NaN;NaN;NaN;NaN;NaN
2021;7;0.825;0.034;0.789;0.029;NaN;NaN;NaN;NaN;NaN;NaN
2021;8;0.812;0.033;0.806;0.029;NaN;NaN;NaN;NaN;NaN;NaN
2021;9;0.821;0.035;0.814;0.029;NaN;NaN;NaN;NaN;NaN;NaN
2021;10;0.905;0.035;0.821;0.029;NaN;NaN;NaN;NaN;NaN;NaN
2021;11;0.843;0.037;0.822;0.029;NaN;NaN;NaN;NaN;NaN;NaN
2021;12;0.791;0.034;0.830;0.029;NaN;NaN;NaN;NaN;NaN;NaN
2022;1;0.867;0.034;0.826;0.029;NaN;NaN;NaN;NaN;NaN;NaN
2022;2;0.791;0.029;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;3;0.894;0.032;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;4;0.831;0.034;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;5;0.730;0.049;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;6;0.847;0.037;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
2022;7;0.778;0.039;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
